gene,log2FC,p_value
PIAS1,1.0310623847626004,1.4093089694054268e-05
SLC4A7,1.0704795296283476,0.0010401934215023005
APBA2,0.5610955026739961,0.28469223722393244
MAP2K3,-0.41661115007048066,0.005178358458562657
EFCAB1,-0.4939880708423623,0.11510678270851511
TMSB10,1.6210973421951789,3.0289794419775718e-05
ASTE1,0.5470115893341926,1.2978509704082806e-05
RNF19A,0.6719018153920457,0.006694583235287917
PEX3,-0.11048902382977181,0.41397819311486705
GABARAPL2,0.5713206523822049,4.998010535282299e-09
MYOC,2.0010672513338728,0.36412280533840324
SH3YL1,-0.3446907106171587,0.4757465663485738
FAM136A,0.8922220072917322,3.958097349959878e-07
VCL,0.6287680144017255,0.0005939536897973416
DEPDC1B,3.836453491566712,9.665158878371294e-05
DAPK2,2.0278409111301743,7.290750519986724e-09
NSMAF,1.2056350615438167,3.5060349811545103e-07
ADSS2,1.0881762947699685,1.0586208940650434e-07
STAP1,-0.26870048961536336,0.6191979964064904
TIMP2,0.720082443498261,0.11834217949104
RFC1,1.430781024665901,2.267889891154725e-07
TBC1D23,0.5048024640865737,0.0001428898954107555
CUL3,0.5401558184766565,0.00032692093302936066
MYOM2,-1.0033445329842094,0.01190147987465383
OTC,-0.31613632712602757,0.05728850698071758
CYP46A1,0.5938000056458895,0.043682762506500356
ZZZ3,0.9106298620850731,1.5695789846417743e-05
SLC18A1,-0.45553601054839626,0.4205747310232063
USP2,0.18605708126503795,0.5293941057408111
CASR,-0.37155701539602787,0.6120510901730449
TUBG2,1.4404724365128434,1.0966214022775201e-09
RPL26L1,1.0629795873693557,1.0001679514386194e-12
FLT4,0.6103722711498942,0.0003590568598117073
NSUN2,0.6551397629229112,2.1324750521992333e-08
FBXO42,0.7638180059402282,2.3431018510792383e-06
MFAP3,0.9558141740965916,4.0925417702159725e-05
MRI1,0.7527111533057922,6.0048676717847833e-05
METTL1,1.0595696890392035,7.756236967318647e-11
HOXC8,5.672279321372895,0.032862587902844444
AGA,1.2043825089757259,0.003251702834619768
PI4K2B,0.36313711790005127,0.0068217544800771674
BOD1L1,0.9355608366038436,9.359704222142777e-06
MAT2B,0.601549355307897,1.851533071088232e-05
TLL1,0.18938601626413018,0.5456656526205209
EDC4,1.0634153347281414,1.0942157814075698e-06
TRIO,1.2648276627761537,1.3290963353865674e-07
VCAN,2.693753345772566,0.002555028927953154
CLEC16A,1.352703983220163,6.479389940436435e-11
MSR1,-0.1929405088080396,0.42818443265576944
CDH1,0.2775097182557162,0.2873878208387326
MTREX,0.8967429374754147,2.6317707935983235e-07
DNAH5,0.766935426061368,0.1412100582462087
ZFYVE16,0.8684035924464195,0.00015734973977788916
